chrom	start	end	strand	fc_P	fc_E	fc_A	PE_diff
chr1	123327287	123330200	+	37.8612	2.08277	5.22	35.77843
chr17	47729400	47731574	+	36.8465	1.07361	8.51	35.77289
chr10	128126200	128135700	-	37.3889	1.62634	13.2	35.76256
chr7	135047249	135049800	+	37.5616	1.8091	6.3	35.7525
chr4	124743100	124745700	+	38.2758	2.5548900000000003	9.52	35.720909999999996
chr5	114184400	114187800	+	38.3609	2.64088	24.37	35.72002
chr17	29482300	29486500	-	38.3621	2.6678	15.2	35.6943
chr3	88967600	88971200	+	37.7758	2.08277	8.01	35.69302999999999
chr2	35832600	35836100	-	38.5192	2.8341	10.26	35.6851
chr5	138634600	138636800	+	37.5895	1.91109	5.47	35.67841
chr7	87467900	87469729	-	37.3036	1.62634	13.23	35.677260000000004
chr15	78938700	78942600	+	38.3475	2.67303	6.9	35.67447
chr1	78654147	78659600	+	37.6474	1.97524	11.08	35.67216
chr8	23969639	24007200	+	39.3628	3.6928	7.26	35.67
chr12	112088103	112090900	+	37.6478	1.98616	17.56	35.66164
chr9	98196657	98199100	+	37.8888	2.23291	14.96	35.65589000000001
chr2	34609324	34613400	-	37.647	1.99677	8.93	35.65023
chr1	82312400	82315200	+	37.1182	1.50312	10.2	35.61508
chr17	27109000	27113900	+	38.4615	2.85025	5.52	35.61125
chr2	174261300	174265100	-	38.3469	2.73749	14.92	35.60941
chr6	86314500	86318600	+	37.976	2.38859	34.63	35.58741
chr6	90319200	90323300	+	38.3619	2.78025	6.86	35.581649999999996
chr4	107039992	107041600	+	36.8313	1.25083	8.43	35.58047
chr5	32761538	32780200	+	38.091	2.51735	9.26	35.57365
chr5	44173084	44174600	-	36.5752	1.03608	8.44	35.539120000000004
chr12	8680797	8685600	+	37.1763	1.66388	10.47	35.51242
chr19	44137200	44145300	-	37.1755	1.70156	19.24	35.47394
chr15	88958000	88960400	-	38.3314	2.86625	19.86	35.46515
chr10	77887800	77889600	+	37.7756	2.32952	4.68	35.446079999999995
chr6	124874000	124884500	+	38.6338	3.19899	7.61	35.43481
chr6	124874000	124884500	+	38.6338	3.19899	16.51	35.43481
chr1	167117100	167126100	-	36.6606	1.22929	19.05	35.43131
chr18	77303206	77306200	+	36.5041	1.07884	9.61	35.42526
chr18	63867986	63870300	+	35.9595	0.552882	8.79	35.406618
chr4	32049500	32054600	+	37.2036	1.7980200000000002	13.94	35.40558
chr11	121120300	121124800	+	38.6627	3.26345	7.55	35.39925
chr13	34254200	34256000	+	37.2168	1.81986	8.0	35.39694
chr3	95697759	95699900	+	36.7189	1.3259	14.33	35.393
chr10	33735000	33740321	-	37.9468	2.5548900000000003	7.69	35.39191
chr12	58331201	58334800	+	36.7463	1.35805	17.34	35.38825
chr6	122258773	122261700	+	37.2613	1.87863	4.25	35.38267
chr11	43560000	43562300	-	36.36	0.982234	4.74	35.377766
chr11	70499700	70503100	-	37.2751	1.90032	9.2	35.37478
chr17	28464588	28468000	+	37.1036	1.73387	16.7	35.36973
chr13	64533470	64535300	+	37.0597	1.69095	12.11	35.36875
chr19	24549600	24553100	-	36.547	1.18622	12.28	35.36078
chr4	120596700	120598500	-	36.4462	1.10038	4.87	35.345819999999996
chr12	56085200	56087270	-	37.0613	1.71772	11.52	35.34358
chr19	8828200	8835500	+	37.2611	1.9217	12.85	35.3394
chr16	10532100	10543502	-	38.8619	3.5265	8.65	35.3354
chr13	38749200	38751278	-	37.7177	2.38321	8.74	35.33449
chr14	27398000	27402000	+	36.6035	1.27221	12.47	35.331289999999996
chr14	26512300	26515500	+	38.204	2.89301	9.42	35.310990000000004
chr2	84609300	84617200	-	37.3755	2.072	19.97	35.3035
chr13	24851600	24854700	-	36.3017	1.00916	13.46	35.292539999999995
chr9	104955201	104957100	+	36.0753	0.789018	5.07	35.286282
chr5	117734400	117738500	-	38.0476	2.77502	12.85	35.272580000000005
chr5	53057800	53063600	-	37.7189	2.45828	24.83	35.260619999999996
chr1	161973400	161980200	+	37.9752	2.73195	28.31	35.24325
chr5	139059500	139061339	-	37.1034	1.86248	7.12	35.24092
chr13	30751000	30753200	+	36.7039	1.46558	16.7	35.238319999999995
chr1	136311216	136318200	+	38.5625	3.33313	18.39	35.22937
chr4	59015500	59025000	+	38.4192	3.20453	27.27	35.21467
chr2	163427000	163430000	+	37.5891	2.38336	6.5	35.20574
chr3	90235000	90238600	-	36.4163	1.21852	13.87	35.19778
chr4	131398800	131400800	+	36.4754	1.28283	2.17	35.19257
chr2	167327500	167329259	+	36.7175	1.52973	26.61	35.18777
chr6	29222307	29224700	+	36.4888	1.30436	12.2	35.184439999999995
chr16	98065200	98073855	-	36.7894	1.61034	12.57	35.17906
chr11	60724700	60728500	-	38.4902	3.31191	7.22	35.178290000000004
chr12	112914100	112917800	+	37.5895	2.42628	13.7	35.16322
chr15	76198300	76200800	+	37.118	1.97016	5.12	35.14784
chr10	77361100	77366700	-	38.0612	2.93609	23.29	35.12511
chr4	116691687	116693400	+	36.3602	1.23991	2.85	35.12029
chr6	86682100	86684600	-	36.9747	1.85709	3.25	35.11761
chr12	45369362	45384200	+	37.1042	1.99677	25.49	35.10743
chr17	34160400	34168000	-	39.0051	3.90755	11.97	35.09755
chr2	80416900	80421579	-	36.7191	1.62634	12.74	35.09276
chrX	7298708	7300800	+	35.6754	0.585033	17.98	35.090367
chr10	75904000	75906600	-	36.988	1.90555	15.49	35.08245
chr15	99702000	99709700	-	37.5883	2.50674	22.35	35.081559999999996
chr14	21211700	21213900	-	36.3312	1.25068	9.31	35.08052
chr9	48287400	48290000	-	36.7028	1.62634	4.44	35.076460000000004
chr2	144194582	144197500	+	37.7472	2.68364	19.31	35.06356
chr10	92183900	92186400	-	36.232	1.17545	13.26	35.05655
chr17	69732822	69735100	+	37.6759	2.62473	22.39	35.05117
chr3	86799200	86805700	-	37.6899	2.64072	14.52	35.04918
chr11	120587000	120588906	-	37.9459	2.90394	16.71	35.04196
chr11	54598900	54601496	-	36.5173	1.48143	6.32	35.035869999999996
chr10	94779800	94786948	-	38.1898	3.15622	31.87	35.03358
chr7	36370853	36374700	+	38.4325	3.4029800000000003	6.13	35.02952
chr13	53022800	53025700	-	37.447	2.43151	8.25	35.01549
chr5	33719700	33722400	+	38.3178	3.31175	13.89	35.00605
chr11	61660300	61668540	-	38.0612	3.05946	30.69	35.00174
chr4	115724800	115727500	-	36.6746	1.6748	22.4	34.9998
chr17	46288200	46290870	-	37.2322	2.23291	3.98	34.99929
chr8	127536100	127538400	+	36.5173	1.51912	3.44	34.99818
chr13	46818400	46823587	-	36.9187	1.92693	13.26	34.99177
chr7	97622200	97625389	-	36.346	1.36867	25.43	34.977329999999995
chr3	51211400	51213253	-	36.6033	1.62634	17.39	34.97696
chr5	92859200	92865100	-	36.2163	1.25606	12.02	34.96024
chr11	93828400	93829981	-	36.5025	1.54588	6.86	34.95662
chr7	151014900	151022500	+	38.4316	3.49435	13.54	34.937250000000006
chr11	59002700	59005703	-	36.3025	1.36882	10.92	34.93368
chr11	50242800	50245600	-	36.1893	1.2616	17.48	34.9277
chr10	24429900	24432600	-	36.5468	1.62634	5.71	34.92046
chr2	150862800	150866300	-	38.1609	3.25268	8.77	34.90822
chr17	74289000	74301900	-	37.9892	3.0810000000000004	18.18	34.908199999999994
chr4	88782400	88784400	+	37.1044	2.22214	7.42	34.882259999999995
chr8	55161800	55165000	+	36.7323	1.85186	29.81	34.88044
chr7	133902835	133906300	+	36.8754	1.99693	10.24	34.87847
chr13	100871200	100874800	-	36.5183	1.6424900000000002	6.14	34.87581
chr5	145874400	145879800	+	35.832	0.966389	5.91	34.865611
chr10	41021800	41024500	-	36.0464	1.19176	3.82	34.854639999999996
chr6	94449980	94452100	+	36.1316	1.28283	4.85	34.84877
chr5	110659683	110662800	+	35.7321	0.885626	10.89	34.846474
chr3	138150500	138153236	-	35.7321	0.885626	3.03	34.846474
chr3	138150500	138152758	-	35.7321	0.885626	4.55	34.846474
chr16	93921800	93933800	-	38.6178	3.77879	35.89	34.83901
chr12	82585464	82586900	-	35.5742	0.740714	15.42	34.833486
chr1	162720700	162722751	-	36.4322	1.6048	21.84	34.827400000000004
chr13	111184501	111188900	+	36.2612	1.45466	18.48	34.806540000000005
chr7	148598600	148602700	-	36.803	2.002	13.64	34.800999999999995
chr11	100248400	100259800	-	39.5038	4.71257	26.07	34.79123
chr2	51788600	51791600	-	35.9601	1.19699	2.55	34.76311
chr3	108002400	108004800	-	36.0027	1.25068	6.18	34.752019999999995
chr10	79225900	79231300	-	38.0752	3.3332900000000003	9.44	34.741910000000004
chr2	61549427	61553800	+	36.8333	2.104	6.43	34.7293
chr17	33979923	33981600	+	36.4309	1.7067900000000005	14.54	34.72411
chr8	97944800	97959900	-	39.2463	4.52474	17.64	34.72156
chr2	167168200	167174936	-	36.5185	1.80879	10.69	34.70971
chr5	35916300	35918423	-	37.1753	2.47981	4.17	34.69549
chr6	146672700	146676500	+	35.718	1.03054	8.65	34.68746
chr19	5117100	5119200	-	36.6179	1.93247	2.49	34.68543
chr9	7763171	7767800	+	37.4462	2.77502	4.98	34.67118
chr1	133034100	133036300	-	35.6597	0.993002	11.06	34.666698000000004
chr3	135348000	135354545	-	35.7321	1.06823	14.19	34.66387
chr13	55794119	55799200	+	36.1472	1.51373	9.79	34.633469999999996
chr16	35362500	35365100	-	36.1885	1.57281	4.88	34.61569
chr3	157690600	157699000	-	36.4181	1.8034	11.66	34.6147
chr11	6425900	6430200	-	35.9168	1.30436	9.59	34.61244
chr11	101303393	101307100	+	36.4464	1.84109	3.83	34.605309999999996
chr9	107789500	107792800	+	37.1607	2.58181	7.43	34.57889
chr3	88891400	88894298	-	36.9463	2.38321	7.83	34.56309
chr19	60947700	60950778	-	36.6457	2.08261	12.24	34.563089999999995
chr10	60551500	60555500	+	37.4895	2.9307	40.54	34.5588
chr9	64026400	64028600	+	37.1186	2.56027	6.67	34.55833
chr7	86417300	86425000	+	36.7313	2.17368	5.33	34.55762
chr3	132973013	132975800	+	35.2457	0.6979479999999999	23.85	34.547752
chr13	94541000	94543100	+	36.246	1.70156	14.76	34.54444
chr1	4847056	4852900	+	36.5183	1.97524	5.79	34.543060000000004
chr19	4961400	4963300	+	35.6168	1.08423	5.81	34.53257
chr4	141301900	141308400	+	36.4608	1.93232	29.98	34.52848
chr1	39043600	39046500	+	36.6886	2.16322	10.37	34.52538
chr7	116077552	116080300	+	37.3468	2.82333	2.57	34.52347
chr5	144979600	144986600	-	36.4738	1.96462	13.49	34.50918
chr7	28271913	28277200	+	36.6472	2.1523	17.16	34.4949
chr7	125676213	125681200	-	35.4878	0.993002	23.7	34.494798
chr3	101398700	101408864	-	39.0194	4.52474	15.88	34.494659999999996
chr1	75231000	75235100	+	37.1178	2.63011	19.58	34.48769
chr7	79447900	79452400	-	36.5317	2.05031	14.63	34.48139
chr6	4032400	4037310	-	35.7603	1.28283	15.11	34.477470000000004
chr4	107999300	108005700	+	36.6744	2.21153	23.48	34.462869999999995
chr5	141285100	141306529	-	39.2907	4.83071	20.49	34.459990000000005
chr2	121942300	121945100	-	36.7606	2.31336	9.67	34.447239999999994
chr13	100779400	100786700	-	35.9456	1.50835	13.98	34.43725
chr7	13617200	13623982	-	37.3613	2.93609	19.92	34.42521
chr7	36338300	36344500	-	37.4456	3.02193	30.83	34.42367
chr13	4604800	4608793	-	35.4463	1.03054	7.72	34.41576
chr14	65270600	65287700	+	40.4067	6.000780000000002	16.03	34.40592
chr2	118214004	118216900	+	35.2736	0.880242	5.23	34.393358
chr2	26864500	26867900	+	36.8457	2.46382	13.59	34.38188
chr6	35202362	35210800	+	37.2615	2.89855	17.61	34.36295
chr15	79059194	79061000	+	35.5599	1.19699	10.45	34.36291
chr11	75323446	75330300	+	36.9599	2.61965	37.87	34.34025
chr11	121281900	121284300	+	36.1883	1.86248	6.91	34.32582
chr4	151413069	151415100	+	36.8752	2.54965	4.03	34.32555
chr16	13666900	13669100	-	36.1741	1.85186	2.97	34.32224
chr17	33850200	33855874	-	36.4324	2.12553	17.58	34.30687
chrX	71165700	71167986	-	35.5034	1.21299	5.57	34.29041
chr10	29030600	29035000	+	35.403	1.11638	14.53	34.28662
chr11	68883300	68888000	+	36.1302	1.85186	4.05	34.27834
chr1	159455100	159456874	+	35.8887	1.61049	31.01	34.27821
chr5	34977100	34981100	-	36.5035	2.22753	2.91	34.27597
chr2	32111600	32116500	-	35.9595	1.70156	6.89	34.25794
chr2	83561900	83570400	+	35.618	1.3848200000000002	13.09	34.233180000000004
chr4	154337200	154340600	+	35.5457	1.32052	8.28	34.225179999999995
chr17	44240600	44244300	-	35.1452	0.928546	10.37	34.216654000000005
chr11	69578800	69582600	+	35.9326	1.71787	7.64	34.21473
chr11	120483900	120493900	-	39.7753	5.56081	44.41	34.21449
chr5	104471700	104478100	+	36.4891	2.28137	20.31	34.20773
chr7	50926100	50929100	+	36.7597	2.55504	4.51	34.204660000000004
chr14	55512768	55516400	+	35.8038	1.6048	11.51	34.199000000000005
chr2	29915400	29921600	+	36.761	2.59273	22.69	34.16827
chr5	123299000	123301900	+	36.1747	2.01293	3.47	34.161770000000004
chr11	59659600	59663400	+	35.4173	1.26129	12.42	34.156009999999995
chr7	25861334	25864600	+	36.032	1.8894	12.23	34.142599999999995
chr2	146680700	146682600	+	35.2315	1.08961	3.79	34.14189
chr15	83384800	83386900	-	35.6028	1.47081	11.25	34.13199
chr10	77469400	77473700	-	36.8735	2.75902	18.76	34.11448
chr10	9617500	9621348	-	35.4461	1.34728	9.92	34.09882
chr1	37356000	37361300	+	36.1314	2.03446	8.89	34.09694
chr6	83073900	83075900	-	35.8174	1.7232599999999998	6.79	34.094139999999996
chr4	82967300	82971000	-	36.1741	2.08277	20.27	34.09133
chr3	9001300	9005186	-	35.1177	1.03054	10.43	34.08716
chr15	89025600	89028100	-	36.7599	2.71072	24.34	34.04918
chr11	26108400	26111900	-	35.3037	1.27206	24.29	34.031639999999996
chr10	80783312	80786100	+	35.9465	1.91616	15.96	34.03034
chr4	22283900	22286800	+	36.0885	2.06108	14.98	34.027420000000006
chr10	58784900	58799800	+	37.5757	3.57465	11.61	34.00105
chr9	50814900	50818000	-	35.4601	1.46558	10.13	33.994519999999994
chr5	107716400	107719400	-	35.7605	1.76618	9.19	33.99432
chr10	77915200	77930200	-	37.3318	3.3492900000000003	15.59	33.98251
chr11	70375200	70387900	+	37.1318	3.15053	12.9	33.981269999999995
chr17	66424300	66426773	-	35.2033	1.23468	8.65	33.96862
chr2	181571800	181574300	+	35.6162	1.64818	10.99	33.968019999999996
chr10	29080959	29082900	-	34.8885	0.923315	16.82	33.965185
chr17	29750900	29754600	+	35.5028	1.5405	9.14	33.9623
chr7	88004800	88008700	+	35.5026	1.5405	13.48	33.9621
chr10	42398397	42402800	+	35.5884	1.63711	3.94	33.95129
chr5	93521788	93528200	+	34.8019	0.864397	7.79	33.93750300000001
chr3	89260900	89266200	+	35.8741	1.9537	12.49	33.9204
chr17	74738154	74743700	+	35.6036	1.69618	16.8	33.90742
chr4	115456600	115459000	+	35.7607	1.86248	4.38	33.89822
chr1	184054718	184059400	+	35.7601	1.87324	7.66	33.88686
chr1	135141100	135145600	+	36.5035	2.62488	28.88	33.878620000000005
chr4	128331788	128335100	+	35.2317	1.36882	11.53	33.86288
chr17	46297712	46300800	+	35.5317	1.6748	9.0	33.8569
chr17	95147900	95150200	-	35.588	1.73387	9.07	33.85413
chr7	86536300	86538100	+	35.1454	1.29898	3.59	33.84642
chr18	38083100	38095208	-	37.0188	3.17745	16.42	33.84135
chr2	29977900	29981200	-	35.7881	1.94862	13.4	33.83948
chr19	27501800	27505214	-	35.3736	1.5405	8.43	33.8331
chr15	98505000	98508254	-	35.4158	1.58357	14.01	33.832229999999996
chr10	61141800	61146300	+	36.1608	2.3509	14.81	33.8099
chr1	133858800	133880300	+	37.433	3.62311	30.35	33.80989
chr1	52872000	52875200	-	34.7881	0.982234	14.04	33.805866
chr4	136603500	136605500	-	35.6166	1.81433	4.19	33.80227
chr16	32075300	32080000	-	35.4886	1.69618	10.83	33.79242
chr7	134071400	134073900	+	35.7034	1.91616	7.14	33.787240000000004
chr4	124799000	124806000	-	37.203	3.43528	19.14	33.767720000000004
chr19	5566500	5569400	+	35.36	1.59434	26.56	33.76566
chr5	106304800	106310700	+	34.8895	1.13268	7.12	33.75682
chr8	54596765	54598600	+	35.3319	1.57804	5.45	33.753859999999996
chr15	79229200	79234800	-	35.9893	2.24368	12.0	33.74562
chr17	78813000	78818200	-	35.3323	1.5888	15.46	33.7435
chr10	83104200	83112500	-	35.7034	1.96447	11.14	33.73893
chr17	35803500	35805800	-	35.4874	1.75002	11.27	33.73738
chr4	10999800	11004100	-	35.8314	2.09861	14.34	33.73279
chr10	82821900	82824900	+	34.5739	0.842706	3.37	33.731194
chr6	13625600	13628207	-	35.088	1.35805	4.55	33.72995
chr6	83050700	83054000	+	36.8461	3.1185400000000003	13.35	33.72756
chr11	22967000	22968900	+	35.2583	1.54588	15.41	33.71242
chr10	85960400	85962300	-	35.3165	1.61573	7.6	33.70077
chr13	49748296	49750100	+	34.4894	0.794402	5.54	33.694998000000005
chr1	97209895	97211400	+	35.6886	2.00231	7.69	33.68629
chr6	40420200	40423100	+	35.4165	1.73372	8.68	33.68278
chr15	57864900	57867000	-	34.7594	1.07884	6.15	33.68056
chr6	125327400	125332100	-	36.5175	2.83963	30.76	33.67787
chr10	119548200	119550370	-	34.6444	0.97162	14.32	33.672779999999996
chr15	64135500	64144528	-	35.6028	1.94308	6.99	33.65972
chr15	64135500	64145149	-	35.6028	1.94308	5.78	33.65972
chr6	5204400	5206900	-	34.9891	1.33128	13.17	33.65782
chr7	148127609	148129900	+	36.0023	2.35121	45.46	33.651089999999996
chr14	76150800	76154678	-	36.3608	2.72133	8.52	33.639469999999996
chr8	18845100	18853200	+	34.8444	1.21299	11.86	33.63141
chr5	33193700	33197274	-	35.2886	1.66388	7.54	33.62472
chr2	31613500	31629300	+	36.6039	2.98962	10.26	33.61428
chr15	66408826	66412800	+	34.289	0.6924100000000001	11.06	33.59659
chr2	154262009	154267000	+	35.0179	1.42235	13.2	33.595549999999996
chr1	43882300	43885800	-	34.7875	1.2023700000000002	3.33	33.58513
chr10	76494900	76497500	+	35.5022	1.92709	5.62	33.57511
chr11	120483900	120493900	-	39.1185	5.56081	19.59	33.557689999999994
chr8	108671500	108675300	+	35.831	2.29752	5.23	33.533480000000004
chr11	121562500	121567000	+	35.159	1.62665	10.25	33.53235
chr16	14150600	14159670	-	37.404	3.88094	12.32	33.52306
chr1	44157700	44159595	-	34.1601	0.638721	5.98	33.521379
chr18	10725173	10729600	+	35.675	2.16322	8.18	33.511779999999995
chr13	38296434	38298600	+	34.617	1.13253	3.44	33.484469999999995
chr1	182180400	182187800	-	35.1594	1.67495	19.05	33.484449999999995
chr3	19058000	19063434	-	36.9613	3.48881	7.35	33.47249
chr3	122119900	122129100	+	36.647	3.17761	18.7	33.46939
chr2	144375000	144376965	-	34.8602	1.41159	3.85	33.44861
chr4	19933900	19936417	+	35.2169	1.77141	28.34	33.44549
chr5	3543300	3546800	+	35.5173	2.07723	4.41	33.44007
chr5	23670429	23672100	+	34.5743	1.13791	2.56	33.43639
chrX	71527697	71529400	+	34.7889	1.3579	12.65	33.431
chr15	85708800	85711700	+	35.7168	2.28691	6.95	33.42989
chr7	52355500	52360200	-	36.4738	3.05423	26.92	33.41957
chr1	192752520	192754600	+	35.1173	1.70156	19.63	33.41574
chr19	10629000	10631500	-	35.3884	1.97524	8.05	33.41316
chr9	71957500	71960024	-	34.0878	0.6816409999999999	9.46	33.406159
chr13	95055090	95056600	-	34.0596	0.660412	12.78	33.399188
chr4	138528697	138532800	+	37.1753	3.78941	41.23	33.38589
chr15	84021300	84028600	+	38.0754	4.69672	18.53	33.37868
chr4	48137411	48139300	+	34.2311	0.853474	4.54	33.377626
chr8	86792700	86794651	-	34.8873	1.51373	4.74	33.37357
chr14	17073900	17078500	-	35.7024	2.32967	35.65	33.37273
chr9	65728600	65733800	-	34.2737	0.901779	14.45	33.371921
chr17	79994800	80019400	+	35.2464	1.87863	23.97	33.36777
chr4	147964789	147967600	+	36.2173	2.87163	3.78	33.34567
chr4	147965338	147967600	+	36.2173	2.87163	3.29	33.34567
chr4	34633300	34634909	-	34.0742	0.735329	4.88	33.338871
chr5	144224600	144227100	+	34.8588	1.52989	4.07	33.32891
chr4	62352400	62361372	+	35.4587	2.1363	21.38	33.3224
chr2	174295500	174298792	-	34.7019	1.39574	10.75	33.306160000000006
chr17	24940300	24942600	+	34.0585	0.757328	18.22	33.301172
chr15	82951600	82953572	-	34.5461	1.25068	1.54	33.29542
chr11	72860600	72863900	+	35.6461	2.35628	8.61	33.28982
chr4	40185300	40187900	-	35.1891	1.90017	10.9	33.28893
chr6	64991800	64994100	+	35.2744	1.986	7.72	33.2884
chr2	118687382	118692300	+	34.3731	1.08961	16.35	33.28349
chr6	113367400	113370200	-	36.1304	2.85563	12.8	33.274770000000004
chr7	53983400	53988195	-	34.9749	1.71218	16.64	33.26272
chr9	48863350	48864800	+	34.2158	0.955467	6.3	33.260333
chr7	52182300	52185229	-	34.6022	1.3419	4.73	33.2603
chr15	76068800	76074800	-	35.6026	2.34582	15.09	33.256780000000006
chr11	61306200	61308689	-	34.6022	1.3529799999999998	5.44	33.24922
chr14	31359800	31370800	+	35.9745	2.75333	28.86	33.22117
chr7	112701800	112705000	+	36.6602	3.4459	11.58	33.2143
chr6	34842200	34861600	-	37.104	3.91294	10.58	33.19106
chr7	112899200	112901094	-	34.9881	1.80371	7.68	33.18439
chr4	108450300	108453647	-	33.8594	0.687025	15.81	33.172375
chr1	59741100	59745800	+	34.9604	1.8034	4.69	33.157
chr4	134305700	134325800	-	39.2053	6.05462	13.65	33.15068
chr11	65619888	65622800	+	34.1597	1.01454	23.82	33.145160000000004
chr7	148316500	148320800	+	35.2453	2.1043	3.05	33.141
chr1	54978700	54984200	-	34.5032	1.36344	3.89	33.13976
chr2	65070100	65076679	-	34.931	1.79817	19.44	33.13283
chr2	28321900	28324900	+	35.4459	2.31336	5.23	33.13254
chr14	62172600	62176498	-	34.2158	1.09499	7.21	33.12081
chr9	21920200	21924800	-	35.3882	2.28121	8.69	33.106989999999996
chr13	54788870	54794700	-	37.431	4.3261400000000005	23.6	33.104859999999995
chr17	79413700	79420175	-	34.4168	1.31513	10.63	33.10167
chr4	129315200	129318678	-	35.4167	2.31875	12.58	33.09795
chr11	94449500	94465100	-	36.2041	3.10792	17.89	33.09618
chr9	30234281	30239000	+	35.4309	2.34029	3.43	33.09061
chr4	87740178	87742100	+	33.872	0.783633	10.22	33.088367
chr12	17273030	17279400	+	36.1178	3.0327	5.4	33.085100000000004
chr1	45851619	45854100	+	34.0026	0.917777	9.19	33.084823
chr16	27386800	27399200	+	34.6605	1.57819	16.25	33.08231
chr7	117090300	117104600	-	35.2037	2.12553	7.47	33.07817
chr8	36557100	36559700	-	34.5595	1.48697	5.74	33.07253
